apk,filename,sha256,status,package,target_sdk,min_sdk,pendingintent_create_calls,pendingintent_send_calls,pendingintent_cancel_calls,pendingintent_intentsender_calls,mutable_hits,immutable_hits,unsafe_implicit_hits,fillin_hits,external_pi_source_hits,ownership_hits,permission_hits,explicit_intent_hits,implicit_intent_hits,activity_count,service_count,receiver_count,provider_count,exported_component_count,permissioned_component_count,permission_count,v1_score,v2_score,v3_score,max_score,classification,analysis_seconds
D:\APK_Downloader\android_repositories\izzyondroid\com.thirtytwo.steps_35.apk,com.thirtytwo.steps_35.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\com.tomclaw.appsend_1160.apk,com.tomclaw.appsend_1160.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\com.tre.a11cellnetworkchanger_4.apk,com.tre.a11cellnetworkchanger_4.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\com.victorb.androidnetworkscanner_1003001.apk,com.victorb.androidnetworkscanner_1003001.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\com.virtual_pen_1.apk,com.virtual_pen_1.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\com.vitorpamplona.amethyst_456.apk,com.vitorpamplona.amethyst_456.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\de.androvdr_29.apk,de.androvdr_29.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\deltazero.amarok.foss_124.apk,deltazero.amarok.foss_124.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\dev.pranav.applock_250.apk,dev.pranav.applock_250.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\dev.rx.app2proxy_3.apk,dev.rx.app2proxy_3.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\eu.darken.apl_803000.apk,eu.darken.apl_803000.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\eu.fulldisclosure.android.luks_2.apk,eu.fulldisclosure.android.luks_2.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\exa.lnx.a_675.apk,exa.lnx.a_675.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\exe.bbllw8.anemo_18.apk,exe.bbllw8.anemo_18.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\fr.dzx.audiosource_7.apk,fr.dzx.audiosource_7.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\green_green_avk.anotherterm.redist_146.apk,green_green_avk.anotherterm.redist_146.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\green_green_avk.anothertermshellplugin_android10essentials_10.apk,green_green_avk.anothertermshellplugin_android10essentials_10.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\in.hridayan.ashell_62.apk,in.hridayan.ashell_62.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\in.sunilpaulmathew.appvaultx_5.apk,in.sunilpaulmathew.appvaultx_5.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\in.sunilpaulmathew.ashell_28.apk,in.sunilpaulmathew.ashell_28.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\inc.flide.vi8_170500.apk,inc.flide.vi8_170500.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.alcatraz.audiohq_31.apk,io.alcatraz.audiohq_31.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.atticusc.atmosweather_3010000.apk,io.atticusc.atmosweather_3010000.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.github.abdurazaaqmohammed.ApkExtractor_4.apk,io.github.abdurazaaqmohammed.ApkExtractor_4.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.04
D:\APK_Downloader\android_repositories\izzyondroid\io.github.dmitrytsyvtsyn.algosortinganimations_1.apk,io.github.dmitrytsyvtsyn.algosortinganimations_1.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.github.giuig.auraninja_12615.apk,io.github.giuig.auraninja_12615.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.github.juby210.appinfofix_4.apk,io.github.juby210.appinfofix_4.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.github.mkckr0.audio_share_app_3004.apk,io.github.mkckr0.audio_share_app_3004.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.github.mthli.mount_8.apk,io.github.mthli.mount_8.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\io.github.muntashirakon.AppManager_450.apk,io.github.muntashirakon.AppManager_450.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\me.bmax.apatch_11219.apk,me.bmax.apatch_11219.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\moe.ampersand.app_1613.apk,moe.ampersand.app_1613.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\moe.haruue.wadb_212.apk,moe.haruue.wadb_212.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\moe.koiverse.archivetune_135.apk,moe.koiverse.archivetune_135.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\net.kevinboone.androidmediaserver_3.apk,net.kevinboone.androidmediaserver_3.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\org.adaptit.adaptitmobile_67.apk,org.adaptit.adaptitmobile_67.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\org.netdex.androidusbscript_122.apk,org.netdex.androidusbscript_122.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\org.nuclearfog.apollo_76.apk,org.nuclearfog.apollo_76.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\org.secuso.aktivpause_102.apk,org.secuso.aktivpause_102.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.04
D:\APK_Downloader\android_repositories\izzyondroid\remix.myplayer_21000.apk,remix.myplayer_21000.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\ru.bluecat.android.xposed.mods.appsettings_29.apk,ru.bluecat.android.xposed.mods.appsettings_29.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.02
D:\APK_Downloader\android_repositories\izzyondroid\ru.mark99.appsearcher_24011303.apk,ru.mark99.appsearcher_24011303.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\ru.wohlsoft.adlmidiplayer_1060100.apk,ru.wohlsoft.adlmidiplayer_1060100.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\soko.ekibun.xposed.applocale_16.apk,soko.ekibun.xposed.applocale_16.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\systems.nik.anthology_10008.apk,systems.nik.anthology_10008.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.02
D:\APK_Downloader\android_repositories\izzyondroid\tech.laihz.alga_37.apk,tech.laihz.alga_37.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.04
D:\APK_Downloader\android_repositories\izzyondroid\timeline.lizimumu.com.t_27.apk,timeline.lizimumu.com.t_27.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\vadimerenkov.aucards_21.apk,vadimerenkov.aucards_21.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
D:\APK_Downloader\android_repositories\izzyondroid\xyz.sommd.automute_106002000.apk,xyz.sommd.automute_106002000.apk,150013cc93a9277d14f09101f7a993fb6ab0d5352c3b35132a8c2519bc72a2e5,ERROR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.03
